time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,p,0.029459197,0.5593859,0.028606625,0.01744299,0.042988516,0.024495853,0.04522495,0.78843045,0.04360383,0.841591,0.2112222,0.5573765,0.03488243,0.116169654,0.0019341396,0.023888564,0.46406782,0.9637502,0.06745325,0.12376924,0.86675847
0.01,p,0.02995344,0.72830915,0.040379778,0.009821163,0.06005527,0.027890228,0.07169764,0.8941627,0.09428664,0.90516776,0.48560625,0.6339531,0.02825928,0.0973679,0.005051843,0.039949313,0.42808235,0.98294294,0.07578702,0.08656207,0.7266259
0.02,b,0.18207446,0.873944,0.31264,0.0031798936,0.23985855,0.06061172,0.18535015,0.9472878,0.6315203,0.9655882,0.4643882,0.50974,0.033297952,0.17696357,0.017356275,0.13047391,0.41404173,0.99222934,0.03916072,0.059760608,0.032642405
0.03,b,0.4649861,0.6890061,0.6259449,0.0048891464,0.46592003,0.11096471,0.28686988,0.90364313,0.8721593,0.9302837,0.44317016,0.35117146,0.033827025,0.14777325,0.010805422,0.3716326,0.21685389,0.9801293,0.014683536,0.03864216,0.0042416174
0.04,b,0.71155626,0.4350866,0.8434819,0.0044612754,0.70134854,0.13738066,0.3647957,0.7135814,0.9505308,0.74443614,0.36032638,0.26006237,0.017501226,0.082520165,0.0047360477,0.75320977,0.0634485,0.91054654,0.010369331,0.04212982,0.0008137174
0.05,b,0.81955373,0.29308364,0.90902174,0.008448083,0.82447535,0.1407538,0.39230722,0.48764342,0.9685783,0.51301146,0.27895328,0.19175911,0.015541911,0.07048181,0.004097132,0.87485117,0.031352926,0.80694085,0.011478272,0.054605447,0.00052862
0.06,a,0.86271745,0.22739834,0.9283127,0.014992465,0.86888003,0.13060369,0.40686125,0.3221777,0.9726961,0.3705682,0.24267364,0.14614937,0.018597804,0.09788114,0.0057004993,0.9254286,0.023722086,0.7244197,0.0160025,0.06562282,0.0005463952
0.07,a,0.87951636,0.19226949,0.9401677,0.021258373,0.89394206,0.10329131,0.46685204,0.21160047,0.97168756,0.2532144,0.22269328,0.13411711,0.023183493,0.14229248,0.008793013,0.94320434,0.024663793,0.6548737,0.028227517,0.07129133,0.0009653875
0.08,a,0.84028685,0.23087981,0.9290031,0.021525616,0.8691259,0.08295495,0.6050264,0.17822766,0.96383536,0.21914332,0.2410414,0.13293679,0.036194865,0.20952988,0.014455984,0.9324437,0.03255421,0.6766757,0.04496296,0.072622284,0.0016200414
0.09,a,0.8242885,0.24181986,0.9217229,0.022004625,0.8592772,0.07829319,0.6531963,0.1715916,0.9610556,0.19819583,0.23641956,0.12930031,0.045651317,0.21423753,0.016494617,0.9282896,0.036111597,0.6747034,0.05502537,0.07007133,0.0015914458
