time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,a,0.85440856,0.21378697,0.9368396,0.08354115,0.8729569,0.10747492,0.51180655,0.12995449,0.94709015,0.09035664,0.2511729,0.18645635,0.07715265,0.20727701,0.029174445,0.9515785,0.107797615,0.5155268,0.098617926,0.05385528,0.017274141
0.01,a,0.9614588,0.056706473,0.9825299,0.071382515,0.96913177,0.07516421,0.2281472,0.06955186,0.9823645,0.023568036,0.19264269,0.07260217,0.020477714,0.11498744,0.011976137,0.9882813,0.025108224,0.22217949,0.0934199,0.030276895,0.002667127
0.02,a,0.98709935,0.020152098,0.9921217,0.068082914,0.99012303,0.04548988,0.06682417,0.046738382,0.9898845,0.010854503,0.13349706,0.039844304,0.011648124,0.08310266,0.0037812039,0.9936516,0.008925469,0.06250092,0.072683744,0.022003638,0.0028543333
0.03,a,0.9899034,0.015724435,0.9911379,0.08873237,0.9918041,0.03233943,0.03621085,0.03390232,0.9907373,0.006230066,0.10044957,0.030866554,0.01931917,0.07613281,0.0017038007,0.99362427,0.008584499,0.022339758,0.0584791,0.02382661,0.002402421
0.04,a,0.98304915,0.022705484,0.9833268,0.17061424,0.9874052,0.030053401,0.048053574,0.025442338,0.9823186,0.004645748,0.07369487,0.028323945,0.049233764,0.07726071,0.0016070824,0.99095756,0.014343744,0.018805565,0.04398018,0.02639969,0.00091239513
0.05,a,0.9467052,0.067787066,0.9531927,0.29263264,0.96272254,0.034277894,0.24887307,0.027703563,0.9709643,0.0059012026,0.06048995,0.042330485,0.13176875,0.094106324,0.0041471575,0.98103875,0.03896648,0.060604393,0.037977666,0.03497411,0.00028878037
0.06,a,0.8564031,0.1648346,0.9148752,0.2390465,0.9230494,0.027626947,0.7001206,0.041175887,0.9615579,0.015460264,0.072386116,0.054507345,0.12372218,0.14734434,0.012278745,0.96475667,0.06553303,0.33299592,0.04973576,0.03994865,0.0002515611
0.07,n,0.5235511,0.58496684,0.7777378,0.15819545,0.73726946,0.03107316,0.9289555,0.09794437,0.8781809,0.079532415,0.11632083,0.07476832,0.12110478,0.21092607,0.011362437,0.91603446,0.09888517,0.5849921,0.108013816,0.050522625,0.00038112825
0.08,n,0.26809993,0.80772465,0.52132237,0.106162295,0.48324415,0.041770548,0.9662457,0.2518868,0.6979602,0.3241541,0.16766755,0.0948248,0.14596769,0.23832113,0.01050889,0.88122445,0.10185513,0.58465886,0.2426578,0.069255926,0.000630275
0.09,n,0.15703991,0.8777356,0.32481053,0.099147715,0.35680777,0.0535343,0.9732253,0.3989489,0.5163877,0.60559124,0.15977018,0.08402988,0.18653546,0.22528419,0.011261176,0.80896056,0.09035918,0.54368126,0.45628065,0.082687,0.0011358324
0.1,t,0.13115317,0.92421854,0.23681507,0.085923254,0.20625071,0.07069264,0.9485187,0.748489,0.3491445,0.86957705,0.20487233,0.098435044,0.226948,0.19883049,0.014830011,0.5276851,0.061851323,0.5846705,0.81412095,0.13699216,0.0073215445
0.11,t,0.060838986,0.976344,0.08440365,0.022755414,0.056285348,0.02682702,0.5649441,0.97888815,0.17703182,0.9844536,0.3961163,0.18528797,0.1176481,0.1558392,0.011377558,0.121537805,0.035618972,0.68020284,0.9426005,0.22273058,0.013508121
0.12,t,0.014119833,0.9927994,0.024040185,0.0044827755,0.021258319,0.0047090543,0.050598495,0.99619764,0.06659737,0.99684805,0.34715435,0.1704324,0.026225802,0.101850815,0.014750331,0.020046849,0.027402863,0.73805964,0.9771851,0.11524753,0.0060714995
0.13,t,0.042065788,0.980928,0.06997192,0.008535056,0.08202603,0.007866522,0.018440276,0.9932534,0.22094268,0.99501175,0.32425514,0.13251632,0.021324886,0.19152066,0.009543896,0.024330094,0.030646058,0.72999626,0.96748465,0.09107859,0.0016953553
